Date,Open,High,Low,Close,Volume
2020-02-11,307.2057455520756,307.99165832638704,305.8532114209266,306.3832702636719,54864500
2020-02-12,307.81800184241695,308.5673799444257,307.4524603916157,308.3572082519531,43992700
2020-02-13,306.9315460120865,308.99689562686603,306.6573968990736,308.0281982421875,54501900
2020-02-14,308.4394227537769,308.6404747153644,307.24225858355834,308.52166748046875,64582200
2020-02-18,307.52566305583684,308.58575305311757,306.3376181795073,307.7267150878906,57226200
2020-02-19,308.69532102540853,309.8741900599959,308.41202432199384,309.19793701171875,48814700
2020-02-20,308.64957801451567,309.4720810157457,304.9392784662439,307.9276428222656,74163400
2020-02-21,306.57514878327885,306.8858604042742,303.93405817128195,304.7565612792969,113788200
2020-02-24,295.30727797655084,304.8297655988534,293.57090670598495,294.6492919921875,161088400
2020-02-25,296.0383395057608,296.65061531833436,284.8434588747355,285.72076416015625,218913200
2020-02-26,287.1189894242867,290.71048331893326,283.93874721059854,284.6698303222656,194773800
2020-02-27,279.14996516623097,284.72456262234533,271.8847351074219,271.8847351074219,284353500
2020-02-28,263.83356488451,272.2320096468705,260.9457401669116,270.7424011230469,384975800
2020-03-02,272.52443233830087,282.53129309523894,269.0974290501747,282.4673156738281,238703600
2020-03-03,282.84212570429094,286.80830919300763,271.93968793997885,274.37969970703125,300139100
2020-03-04,279.7532286727096,286.13203646293175,277.20352949945715,285.9126892089844,176613400
2020-03-05,278.71135042930734,281.9007394258582,274.1694273459628,276.40838623046875,186366800
2020-03-06,267.9003132173233,273.0453928793516,265.231835125878,271.8390808105469,228667200
2020-03-09,251.58774146183126,259.71203788804456,249.8971086973447,250.60992431640625,309417300
2020-03-10,260.123369795359,263.6691537844827,249.94286810623316,263.5777893066406,276444100
2020-03-11,256.52265940769087,257.65584636432993,247.54847242990883,250.7287139892578,255316300
2020-03-12,233.95013117048154,243.69196419793585,226.34674521407393,226.73971557617188,392220700
2020-03-13,240.42938324174193,248.09674450743702,227.11434179246803,246.12278747558594,329566100
2020-03-16,220.40662450326886,234.7726271214884,216.91565683455985,219.19119262695312,297240000
2020-03-17,223.93413457519435,234.10550046036911,216.65062185131984,231.0257568359375,262070500
2020-03-18,215.90122818946838,226.977299433706,208.380101478062,219.32823181152344,327597100
2020-03-19,218.64284326233184,226.0725919909202,212.21835456333,219.7943115234375,289322000
2020-03-20,222.94363004147445,224.72696071707477,210.0466734873275,210.32244873046875,347158800
2020-03-23,209.761700043424,211.13136077030381,200.63362552870024,204.9448699951172,326025200
2020-03-24,215.48857598678674,224.3868403910806,214.91865078430803,223.5135498046875,235494500
2020-03-25,225.09466188292848,235.6475644145072,220.38814988584195,226.85960388183594,299430300
2020-03-26,229.369162336313,241.57667533640435,228.9371176727837,240.1059112548828,257632800
2020-03-27,232.8162972428731,239.74737193984004,230.77558000293203,232.9541778564453,224341200
2020-03-30,235.05001734341474,241.23650788451303,233.0552652380832,240.51950073242188,171369500
2020-03-31,239.5175140854748,242.0638024214254,235.52801015650786,236.9344482421875,194881100
2020-04-01,227.95345349544075,236.8517165673258,224.2029473107463,226.271240234375,189554600
2020-04-02,225.38880648912135,232.27391576246694,224.8372560253544,231.49256896972656,177660400
2020-04-03,230.50898872250409,232.8622586960982,225.4163970895069,228.14654541015625,135561200
2020-04-06,237.01724073694356,245.43749680260197,228.12817652469008,243.47030639648438,188061200
2020-04-07,252.06515907675276,252.8189437055567,243.49785113917028,243.7184600830078,201427200
2020-04-08,246.31988737663727,253.71059517797096,243.82875134404637,251.89968872070312,153774500
2020-04-09,255.16303317810022,258.49071084159345,253.22344715493466,255.7329864501953,189999200
2020-04-13,254.75852789066585,255.09864265720722,249.4912655448582,253.39804077148438,114839100
2020-04-14,258.2884549436128,261.8918654699185,253.26020343605688,260.87152099609375,134143400
2020-04-15,255.1538636035753,261.0094273258755,253.21424949877317,255.32852172851562,121775000
2020-04-16,256.60628411021946,257.4152211975013,253.49006970924398,256.5603332519531,131798300
2020-04-17,262.33311040568213,264.09803815159717,259.5937609848719,263.4913635253906,146684800
2020-04-20,259.7867982566206,263.6292486240073,258.62857317015494,258.84918212890625,100109300
2020-04-21,254.38170360611178,255.5859076947366,250.05205605846757,250.9897003173828,126385700
2020-04-22,255.87090205979615,258.3068866614787,254.5471919266126,256.5603332519531,92951600
2020-04-23,257.8380651634286,261.00945987704335,256.2385937703153,256.54193115234375,104709700
2020-04-24,258.0586450832086,260.7887931290741,256.00872668784143,260.11773681640625,85063200
2020-04-27,262.09406566675983,264.9896700484018,261.6344450330701,263.8681945800781,77896600
2020-04-28,267.51764391278255,267.86696016171067,262.35151131258954,262.6548767089844,105270000
2020-04-29,267.9863822215948,271.06584580976937,266.9568365802622,269.53070068359375,118745600
2020-04-30,268.15185850594577,269.631851513318,265.28383028027514,267.0212097167969,122901700
2020-05-01,262.26877941171466,267.18672684650835,258.78484641412496,259.9523010253906,125180000
2020-05-04,258.06781222922524,260.97261831344605,256.58784709475344,260.6692810058594,80873200
2020-05-05,263.4913981694902,265.8906050294555,260.7979992424974,263.0777282714844,79569900
2020-05-06,264.77827445640764,265.1643400964349,260.86229750373474,261.2943420410156,73632600
2020-05-07,264.5117413329673,266.3778004537861,263.9418160920804,264.4473876953125,75250400
2020-05-08,267.5820163579853,269.2918202089729,266.4513391653479,268.822998046875,76452400
2020-05-11,266.8925176860717,270.25694423577727,266.4696745397316,268.8780822753906,79514200
2020-05-12,270.0639458677684,270.47758767684087,263.3810427599695,263.5189514160156,95870800
2020-05-13,262.95820745768185,263.9969547866996,256.4315875392969,258.8583984375,144721100
2020-05-14,256.4224143490226,262.08491700872327,250.94371509495167,261.95623779296875,121977900
2020-05-15,259.56613341114536,263.20632071188606,258.61931609633353,263.1603698730469,111146300
2020-05-18,269.383676574657,272.78488091937567,269.0619645324173,271.17620849609375,119703800
2020-05-19,270.57879087156795,272.28856691039573,268.3726164766487,268.3909912109375,95189300
2020-05-20,271.930064197411,273.8144983071531,271.7002537911972,272.9504089355469,85861700
2020-05-21,272.82173390080567,273.63067103163144,269.9720792092253,271.06597900390625,78293900
2020-05-22,270.7810442095197,271.75543820293,269.54006225850645,271.5807800292969,63958200
2020-05-26,277.5465711025609,277.7855828624157,271.59907765243577,274.9267272949219,88951400
2020-05-27,277.7212306525081,279.0541420158943,272.8952128963509,279.0173645019531,104817400
2020-05-28,280.04694364391133,282.06008496206584,277.8315680546583,278.50262451171875,90405200
2020-05-29,278.03378746198035,280.3318913047763,275.2852642429645,279.74359130859375,119090800
2020-06-01,279.100077323199,281.48090925059915,278.58530436878937,280.87420654296875,55758300
2020-06-02,281.7935125894445,283.2459300855402,280.46062904766694,283.199951171875,74267200
2020-06-03,285.18538925798526,287.92473821324734,284.9096281111202,286.9687194824219,92567600
2020-06-04,285.98521647494385,287.722596417164,284.1191573072027,286.21502685546875,75794400
2020-06-05,291.6110422228221,295.324758335141,291.5466885738241,293.5506286621094,150524700
2020-06-08,294.3594061200159,297.29178767205565,293.81705720060916,297.0987548828125,73641200
2020-06-09,294.433066953884,297.17241696231423,293.5689776241452,294.8835144042969,77479200
2020-06-10,295.46261387215606,296.3542792450485,292.52102986489626,293.238037109375,95000800
2020-06-11,286.3069041815128,286.9411829598361,275.7816075129834,276.3331298828125,209243600
2020-06-12,283.34699827287557,284.1191577863785,274.4855245724636,279.6424560546875,194678900
2020-06-15,273.9523329194972,283.38375938311225,272.7757049594633,282.2530822753906,135782700
2020-06-16,290.0022973807095,290.14937937635153,282.82302403325144,287.685791015625,137627500
2020-06-17,288.70612812151614,289.0002920766574,285.7553432859751,286.4907531738281,83398900
2020-06-18,284.9740270872474,287.07906963373426,284.51440640064004,286.60107421875,80828700
2020-06-19,290.0689696801593,290.26285198086515,283.01504638164135,284.96319580078125,135549600
2020-06-22,284.3630116638021,287.1882662143913,283.21814537378975,286.791259765625,74649400
2020-06-23,289.4411991989898,290.37372797780864,287.70541533114005,288.1116638183594,68471200
2020-06-24,286.0710425692112,286.6896568284185,278.9248151550832,280.76214599609375,132813500
2020-06-25,280.1897990735888,284.03991677797876,278.1677990684482,283.77215576171875,89468000
2020-06-26,282.67343082724625,282.88579689027085,276.45048811590635,277.0321350097656,127961000
2020-06-29,278.28780803699664,281.24230815078425,275.99804720322345,281.10382080078125,79773300
2020-06-30,280.66986274061657,286.40349236880866,280.51291980961736,284.7046203613281,113394800
2020-07-01,285.8218387301167,287.9638703985175,285.3601954313995,286.6989440917969,72396500
2020-07-02,290.1335885242947,291.4816073233506,287.61303399713563,288.2778015136719,69344200
2020-07-06,292.10019917073765,293.3097024538688,291.3523392224344,292.72802734375,61713800
2020-07-07,291.18609579662257,293.16191422037843,289.33028094753945,289.7088317871094,82910000
2020-07-08,290.4751769616239,292.03553353353783,288.71172439183437,291.92474365234375,54638600
2020-07-09,292.534094306912,292.77415781586666,286.84664602686377,290.2628173828125,83354200
2020-07-10,290.1981838415168,293.49432348020605,288.76710100613167,293.2265625,57550400
2020-07-13,295.57175522796825,297.95382235069326,290.03203541314804,290.68756103515625,102997500
2020-07-14,289.26578515902713,295.2302390398865,288.0655234153888,294.4546813964844,93657000
2020-07-15,297.6768282673625,298.25850331831754,294.77769489481517,297.1597900390625,87196500
2020-07-16,295.2578047865102,296.63349268794474,294.61149295046425,296.18109130859375,54622500
2020-07-17,297.1874631078848,297.8245330469586,295.21161647331553,297.03973388671875,62774900
2020-07-20,296.77208663788025,300.1882592673395,296.0242265404626,299.4403991699219,56308800
2020-07-21,301.4069275614781,301.8500871049481,299.0894691350206,300.077392578125,57292200
2020-07-22,299.71733865104954,302.099434231955,299.6065487498866,301.7854919433594,57792900
2020-07-23,301.42540716743423,302.12711406913473,296.8182155953633,298.1846618652344,75738000
2020-07-24,296.328858018481,297.2890558358542,294.75925946179956,296.26422119140625,73766600
2020-07-27,296.95672110500396,298.6001703884858,296.16267985039116,298.42474365234375,48293000
2020-07-28,297.69530442770673,298.81250154862204,296.2365239348657,296.531982421875,57495000
2020-07-29,297.40906485580297,300.74214401894255,297.37212550366144,300.1789245605469,48454200
2020-07-30,297.20603304146823,299.5234920643989,295.1194239088068,299.1080017089844,61861700
2020-07-31,300.8990939222795,301.5731032762325,296.6796674453573,301.4715270996094,84986800
2020-08-03,303.13343702102367,304.3336982264849,302.58870135537785,303.5673828125,53077900
2020-08-04,302.70874832852365,304.739990234375,302.70874832852365,304.739990234375,41917900
2020-08-05,306.0418321331255,306.89126826301356,305.7740711107244,306.6327209472656,42697700
2020-08-06,306.05102897866146,308.8024048039593,305.72787305800415,308.682373046875,43679400
2020-08-07,307.71297454516787,309.1902388250722,306.8081434818142,308.9040222167969,57308300
2020-08-10,309.35638535667545,310.0119109096436,307.41747799040013,309.8272705078125,44282100
2020-08-11,311.0091339906926,311.6462040748988,306.5404296941491,307.2698059082031,69601100
2020-08-12,309.70729014184826,312.3294209653016,309.67959266815404,311.5538635253906,53774400
2020-08-13,310.7875679079759,312.3017718416144,310.06740530395905,310.9906921386719,41816100
2020-08-14,310.6029019033432,311.5354305461862,309.87349747449144,310.9999084472656,47260400
2020-08-17,312.01552096127307,312.3848300193641,311.00914180297326,311.9878234863281,35481000
2020-08-18,312.3848317893029,313.08653872718406,310.78753558782734,312.6618347167969,38733900
2020-08-19,313.0403457388199,313.5573840389721,310.7967658103232,311.3599853515625,68054200
2020-08-20,309.6334275776199,312.80953621709097,309.5041820857971,312.3294372558594,42207800
2020-08-21,311.99699218231325,313.65889664211295,311.6553525028336,313.43731689453125,55106600
2020-08-24,315.8748485901053,316.68734541310374,313.40968882300405,316.6134948730469,48588700
2020-08-25,317.176669274047,317.804497448592,316.01331905096947,317.7214050292969,38463400
2020-08-26,318.3123051250386,321.1744711148294,317.76756939870836,320.90673828125,50790200
2020-08-27,321.7747030342196,323.0580570797185,319.9465849622059,321.6084899902344,58034100
2020-08-28,322.6332589850596,323.8150646592131,321.4422114288014,323.685791015625,48588900
2020-08-31,323.4735624214404,324.35066804715507,322.28251446279796,322.5133361816406,66099200
2020-09-01,323.34417391191676,325.6523902806764,322.4485848337792,325.55084228515625,54908700
2020-09-02,327.46205589368293,331.2290526523332,326.31716140186785,330.2596130371094,69540000
2020-09-03,328.57007064811114,329.04095593493463,316.3088230099574,318.89404296875,148011100
2020-09-04,319.5771810982591,321.14675134230083,309.18096542994215,316.290283203125,139156300
2020-09-08,310.8797876425356,316.3548979684875,307.3436127666007,307.6482849121094,114465300
2020-09-09,311.65539056693245,316.1887312996784,310.78749888094603,313.72357177734375,91462300
2020-09-10,315.5978714825398,316.2533971603592,307.3159885272084,308.2762145996094,90569500
2020-09-11,310.0580681497682,311.11984195166,305.60782061590953,308.4330749511719,84680200
2020-09-14,311.6000466817608,314.26835900337574,308.58090905163016,312.4956359863281,65605700
2020-09-15,314.9515071825437,315.7824594521563,312.50480343116857,314.07440185546875,52920900
2020-09-16,315.3116463788061,316.7427294770832,312.5510000169259,312.8280029296875,82096000
2020-09-17,307.97150659133644,311.79392701921023,307.4452264147787,310.07659912109375,91523300
2020-09-18,310.88216462887675,310.9933980198159,304.0224987247291,306.5068054199219,105877900
2020-09-21,301.9182014330189,303.2437795741085,298.2380798999571,303.095458984375,99450800
2020-09-22,304.57862001536944,306.73847660305466,302.0664772931383,306.1822814941406,63612100
2020-09-23,306.7385217044883,307.0166334444668,298.5810865385112,299.0816650390625,93112200
2020-09-24,297.7653565033435,302.9379070439711,296.44902874373327,299.8788757324219,76681300
2020-09-25,299.0259943751535,305.5148717009548,298.1546568746652,304.7269592285156,71069400
2020-09-28,308.88915578763124,310.50209652529975,307.8972775754779,309.788330078125,64584600
2020-09-29,309.5843740782885,310.3259488282698,307.40595935248126,308.1011962890625,51304000
2020-09-30,308.76854858003315,313.58886813155385,308.5738902068861,310.4371337890625,104081100
2020-10-01,313.03276987437926,314.0060903303923,310.54846318932005,312.43023681640625,88698700
2020-10-02,307.48004817191264,312.40232204897865,307.0072781341333,309.4637756347656,89431100
2020-10-05,311.5217523825799,315.1369786568774,311.47541457094957,314.95159912109375,45713100
2020-10-06,315.0906262164625,317.18561572731545,309.9644141027496,310.4742431640625,90128900
2020-10-07,313.4313231405762,316.6850408176242,313.40351479672364,315.8785705566406,56999600
2020-10-08,317.81598305879504,318.7429656383515,316.89825106833507,318.6780700683594,45242500
2020-10-09,320.3281406905713,321.98744765048014,319.7070781213472,321.5239562988281,59528600
2020-10-12,324.0638752403505,328.1704017681075,323.5725755461636,326.6965026855469,80388500
2020-10-13,326.55736813172996,326.73349705593574,323.60029192754826,324.5643615722656,73255500
2020-10-14,325.13906040450945,326.2328927919299,321.7926676880987,322.52496337890625,57727900
2020-10-15,318.6131625602973,322.6084550653457,318.07552513157503,322.1264343261719,60357700
2020-10-16,323.47971564664743,325.13902178286656,321.75554225324044,321.9316711425781,89501900
2020-10-19,323.19247265299344,323.8228140214689,316.13814875888556,317.0373229980469,68425600
2020-10-20,318.38139712826285,321.55168968171705,317.6212929886074,318.3072509765625,60051900
2020-10-21,318.26087876428136,320.43004263717467,317.39879185718223,317.7047119140625,63575000
2020-10-22,317.9179331532719,320.0314522737697,315.7766056873438,319.44744873046875,55399300
2020-10-23,320.67102412804957,320.7266408105194,318.0754846485953,320.531982421875,49143900
2020-10-26,317.1485658849641,317.9365067637999,311.1139000222835,314.608642578125,91473000
2020-10-27,314.9515782824497,315.2852783983385,313.3108011782151,313.5240173339844,65994100
2020-10-28,307.85092353477626,313.55186080057024,302.31683634561693,302.8081359863281,127094300
2020-10-29,303.0398986890324,309.05600697903935,301.3527834922928,305.8857421875,90597700
2020-10-30,304.3098400497384,305.6168888814722,299.0445857878949,302.6968994140625,120287300
2020-11-02,306.08966064453125,308.0919181320214,303.34577182679664,306.08966064453125,86068300
2020-11-03,309.324791356006,313.55182927466103,306.1730565274314,311.4939270019531,93294200
2020-11-04,315.9712016015237,322.5342527174531,314.7939441588328,318.4555358886719,126959700
2020-11-05,323.7393992214774,326.4740092498404,323.38714130170024,324.6663818359375,82039700
2020-11-06,324.3789774456897,325.843625628691,322.2654584902254,324.5921936035156,74973000
2020-11-09,337.3938380999121,337.77390433814645,328.2074376824893,328.6709289550781,172304200
2020-11-10,327.67898550170014,329.24558795380415,324.91659617303077,328.1888427734375,85552000
2020-11-11,330.37658868596975,331.4518918826983,329.13443541283425,330.62689208984375,58649000
2020-11-12,329.6164387197169,330.67321239286036,325.6118956516911,327.41949462890625,67546200
2020-11-13,329.3290469036784,332.69399774467473,328.8099389915463,331.9524230957031,62892200
2020-11-16,334.6221097113151,336.2906666795862,333.33359062429173,336.09600830078125,74541100
2020-11-17,333.68591913167813,335.49354647121936,332.1749330059845,334.2884521484375,66111000
2020-11-18,334.55725327164475,335.1041695450707,330.2282326036911,330.26531982421875,70591300
2020-11-19,329.6349165458914,332.0265184689542,328.2907808747685,331.6557312011719,59940900
2020-11-20,331.3962999206507,331.6002372367879,329.31058894212913,329.3847351074219,70417300
2020-11-23,331.1923113139346,332.6198723058136,328.9582800615384,331.3591613769531,63230600
2020-11-24,333.9083515604822,337.2454941499389,333.05554351994675,336.6985778808594,62415900
2020-11-25,336.61515677967736,336.6429651228615,335.085641326032,336.1794738769531,45330900
2020-11-27,337.2732938319882,337.5884644727242,336.1052868833564,337.11572265625,28514100
2020-11-30,336.3369962113714,336.60582901594785,332.9442656786078,335.62322998046875,83872700
2020-12-01,338.87697278160647,340.83289212462,338.2836904492131,339.2940979003906,74231400
2020-12-02,338.18177783063066,340.16550576049775,337.6070531807557,340.0079345703125,45927000
2020-12-03,339.90600432370485,341.3057572313504,338.8121715442582,339.915283203125,62882000
2020-12-04,340.4992481431544,342.8445129394531,340.4065442272832,342.8445129394531,50749900
2020-12-07,342.074997027919,342.63119206392616,340.86993135761554,342.139892578125,48944300
2020-12-08,340.8699949146147,343.7065590089636,340.8236571068303,343.14111328125,42458900
2020-12-09,343.7992759610222,343.95684714487703,339.22925900105616,340.06353759765625,74098300
2020-12-10,338.6915293112988,340.9997062599291,337.8201636581501,339.9522399902344,57735400
2020-12-11,338.2558801692447,339.9615244312118,336.73564370740246,339.55364990234375,57698600
2020-12-14,341.7227861576118,342.7980607861549,337.8572573213051,338.03338623046875,69216200
2020-12-15,340.57342135002625,342.603515625,339.20150512752514,342.603515625,63865300
2020-12-16,342.81666375897925,344.058816873757,341.9360190969958,343.14111328125,58420500
2020-12-17,344.78185310544035,345.26387379305515,343.9568251499501,345.0599365234375,64119500
2020-12-18,345.3485696719916,345.5161309651634,341.67136919379556,343.68218994140625,136542300
2020-12-21,339.7629543638441,352.3212438699424,337.0260063626711,342.4533386230469,96386700
2020-12-22,342.7791972943252,342.8909048278069,340.74976800980517,341.8761901855469,47949000
2020-12-23,342.84436581711367,344.0918139440392,341.8575780688017,342.18341064453125,46201400
2020-12-24,342.6581462095984,343.542544801245,342.0716817018129,343.5146179199219,26457900
2020-12-28,346.06537505500916,346.85667458893,345.4416652223988,346.4656982421875,39000400
2020-12-29,347.9923570664862,348.1692367590177,345.21816415032754,345.8046569824219,53680500
2020-12-30,346.6239282532309,347.3314471151924,345.90711937087656,346.298095703125,49455300
2020-12-31,346.10268040270785,348.7837751705466,345.59067800892586,348.0576477050781,78520700
2021-01-04,349.3888321963932,349.51917659122995,339.62334376927595,343.31915283203125,110210800
2021-01-05,342.6767566253038,346.7728598923991,342.6301928867929,345.68365478515625,66426200
2021-01-06,344.17564365417195,350.94355285159054,343.6263959355806,347.75042724609375,107997700
2021-01-07,350.12425147477427,353.66178899148537,349.9473717579539,352.91705322265625,68766800
2021-01-08,354.3040573240476,355.141891981184,351.05510776689067,354.92779541015625,71677200
2021-01-11,351.7533887862446,354.29482021588973,351.632362830576,352.5353698730469,51034700
2021-01-12,352.7215686990142,353.6245473333701,350.3662785938468,352.6098327636719,52547700
2021-01-13,352.53538468344925,354.5554954734266,351.7534035637951,353.5594177246094,45303600
2021-01-14,354.30415242528704,354.8068647184422,351.9861359560516,352.3212585449219,49989100
2021-01-15,350.7014956805142,351.50208537067937,347.8900849229182,349.751953125,107160000
2021-01-19,352.2094901876076,353.03803490563877,350.72930885602966,352.4980773925781,51233300
2021-01-20,354.7882578373456,358.21411669110563,354.3972814506253,357.37628173828125,61836100
2021-01-21,357.93482091297085,358.36307102761856,356.780471791413,357.70208740234375,47840100
2021-01-22,355.8495421566286,357.59970272379945,355.46785578529006,356.43603515625,52860500
2021-01-25,357.1714012989788,358.19540580199936,352.3212155048195,357.8416748046875,70402000
2021-01-26,358.79131180846997,359.2009250817401,357.050469601999,357.283203125,42665300
2021-01-27,353.95968803310404,354.05278710492604,346.31672868098127,348.55096435546875,123351100
2021-01-28,350.36627971281166,355.55158851320573,349.9287680398475,351.548583984375,94198100
2021-01-29,349.6867018282273,350.6548810290884,342.83501362114134,344.5107116699219,126765100
2021-02-01,347.9086469202224,351.27862337041176,344.7993308471236,350.24530029296875,75817600
2021-02-02,353.4291069607294,356.75254834286187,350.32910906965094,355.1978759765625,64450700
2021-02-03,356.0264205321538,357.199406526891,354.2017977480035,355.4771728515625,52427100
2021-02-04,356.5104983071963,359.56396087599126,355.5888826824537,359.5174255371094,47142600
2021-02-05,361.3885499748435,361.63989189934597,359.47082842089645,360.932373046875,48669800
2021-02-08,362.384715387774,363.58562835972907,361.52827190518417,363.5390930175781,38365200
2021-02-09,362.7011247326708,363.89274733764177,362.2915399745202,363.29693603515625,35551100
2021-02-10,365.0378156036463,365.18676844469576,360.73690530404883,363.1387023925781,59154400
2021-02-11,364.21855249837824,364.63748409725014,361.29543496551975,363.72515869140625,42913300
2021-02-12,362.9246586051573,365.76399619957346,362.85016796886265,365.52197265625,50593300
2021-02-16,366.75070644597713,366.94622301748575,364.4885439172145,365.2053527832031,50972400
2021-02-17,363.45527392535223,365.54055704666837,362.440530839151,365.2892150878906,52290600
2021-02-18,362.6825067811136,364.47920225148306,360.96027351668073,363.7344665527344,59712800
2021-02-19,364.99130695342166,365.2798942259746,362.645335047699,363.0921936035156,83241000
2021-02-22,360.3273043244353,362.7104930424211,360.0293986322245,360.29937744140625,67414200
2021-02-23,358.0931195208887,362.08683482270567,353.9411613292896,360.7369689941406,107284100
2021-02-24,359.6477223454717,365.1402557134538,358.6609345710552,364.7120056152344,72433900
2021-02-25,363.4459744413882,364.8144486635572,354.4810747828788,355.92401123046875,146670500
2021-02-26,357.8044418312601,358.9494723193458,352.1071310412466,354.0899963378906,152701600
2021-03-01,358.95880058810565,363.92069420530373,354.28552261817083,362.6732177734375,105348800
2021-03-02,362.89666276485025,363.1293962418053,359.34048841861335,359.84320068359375,79595300
2021-03-03,359.1450201183431,360.11317098093735,354.97442575307235,355.07684326171875,119940200
2021-03-04,354.8907038102913,357.4786995088833,346.1957826012109,350.6828918457031,183433000
2021-03-05,354.18320354797186,358.18623749306477,346.9033199879318,357.13427734375,152039600
2021-03-08,358.0930884659382,360.90449901744677,355.07687129081967,355.35614013671875,123149200
2021-03-09,359.2008783576128,362.9804680067196,358.69816605856334,360.4297180175781,113633600
2021-03-10,362.7756352759854,364.3675242968636,361.36062596963234,362.6732177734375,109899400
2021-03-11,365.1402001712224,368.32397808065963,364.68402325858307,366.35040283203125,86245000
2021-03-12,364.9912312984389,366.98341490924895,364.18132341690256,366.8437805175781,64653600
2021-03-15,367.0951358060423,369.2921544845288,364.9539992961072,369.031494140625,73427200
2021-03-16,369.645957368341,370.353447865086,367.7933794539433,368.5660705566406,73722500
2021-03-17,367.2812945185965,370.62334330164754,366.1362357683659,369.82275390625,97959300
2021-03-18,367.23481832610025,369.32010118927036,363.76242462104625,364.4420166015625,115349100
2021-03-19,364.1412876855865,365.7197211971754,361.59150389696646,363.7677001953125,113624500
2021-03-22,364.28139952570655,368.0546989422797,364.2253628242193,366.6723937988281,73778600
2021-03-23,366.0373101003052,367.4849724644324,363.00186510857276,363.7864074707031,90686600
2021-03-24,365.1873437728255,366.8218139815274,361.8903850062456,361.93707275390625,97588600
2021-03-25,360.49881771056033,364.76709893981024,358.5561168442893,363.9732360839844,116128600
2021-03-26,365.12196135499164,370.2401983720078,364.5242270663124,369.8385925292969,114409100
2021-03-29,368.362802086254,370.55766731598834,366.8777728890021,369.6517028808594,108107600
2021-03-30,368.38151862967413,369.3435197999662,367.0739198714649,368.6710510253906,76262200
2021-03-31,369.2408322683644,371.7252304449524,369.2128139187483,370.16546630859375,112734200
2021-04-01,372.09874775674973,374.21890698843123,371.8932703973553,374.162841796875,99682900
2021-04-05,376.8247801459603,380.0750513069228,376.7500740458587,379.5333251953125,91684800
2021-04-06,378.97286191185776,380.35513818432685,378.6366132895731,379.30908203125,62021000
2021-04-07,379.141055188101,380.0937075716996,378.6834126464064,379.7481384277344,55836300
2021-04-08,380.99967367195654,381.60675691392385,380.06569068342264,381.55072021484375,57863100
2021-04-09,381.429291282708,384.49275406318844,381.30786894490393,384.3246154785156,61104600
2021-04-12,383.7268976917543,384.7355867285504,383.11981447960585,384.4647521972656,56704900
2021-04-13,384.36203264890395,386.2299986965263,383.9790961887934,385.6042175292969,56551000
2021-04-14,385.5761343766993,386.6315395766929,383.7455359385016,384.2872619628906,61659900
2021-04-15,386.42610852089956,388.68635987083064,386.3794207731198,388.4154968261719,60229800
2021-04-16,389.70436564966764,390.32079778500326,388.28472190043465,389.7137145996094,82037300
2021-04-19,388.77974091961784,389.228034481116,386.4728019580856,387.7990417480469,78498500
2021-04-20,386.5849603909126,387.6870536425675,383.4841295615655,384.9598388671875,81851800
